CLIENTEID,CODMARCA,DESCDISTRI,DESCDIMES
03001,002,10.0,14.0
05914,105,14.0,12.0
05914,109,12.0,15.0
05914,098,12.0,15.0
05914,104,14.0,12.0
05914,099,14.0,12.0
05914,100,14.0,12.0
03001,017,10.0,14.0
01824,019,8.0,16.55
01824,109,12.0,15.0
01824,098,12.0,15.0
01824,099,14.0,12.0
01824,100,14.0,12.0
03864,104,14.0,12.0
03864,105,14.0,12.0
03864,109,12.0,15.0
06536,105,14.0,12.0
06536,109,12.0,15.0
06536,098,12.0,15.0
06536,104,14.0,12.0
06536,099,14.0,12.0
06536,100,14.0,12.0
03866,098,12.0,15.0
03866,099,14.0,12.0
03866,100,14.0,12.0
05707,002,10.0,14.0
03866,104,14.0,12.0
03866,105,14.0,12.0
03866,109,12.0,15.0
03868,098,12.0,15.0
03868,099,14.0,12.0
03868,100,14.0,12.0
03868,104,14.0,12.0
03868,105,14.0,12.0
03868,109,12.0,15.0
05548,049,12.0,10.0
05548,053,12.0,9.0
03001,098,12.0,15.0
03001,104,14.0,12.0
03001,099,14.0,12.0
03001,100,14.0,12.0
03001,049,12.0,10.0
03001,053,12.0,10.0
03870,098,12.0,15.0
03870,099,14.0,12.0
03870,100,14.0,12.0
03870,104,14.0,12.0
03870,105,14.0,12.0
03870,109,12.0,15.0
03871,098,12.0,15.0
03871,099,14.0,12.0
03871,100,14.0,12.0
03871,104,14.0,12.0
03871,105,14.0,12.0
03871,109,12.0,15.0
03853,017,5.0,14.0
03853,105,14.0,12.0
03853,098,12.0,15.0
03853,104,14.0,12.0
03853,099,14.0,12.0
03853,100,14.0,12.0
04833,098,12.0,15.0
04833,104,14.0,12.0
04833,099,14.0,12.0
04833,100,14.0,12.0
05531,002,10.0,14.0
05531,017,10.0,14.0
06081,104,11.0,12.0
03876,098,12.0,15.0
03876,099,14.0,12.0
03876,100,14.0,12.0
03876,104,14.0,12.0
03876,105,14.0,12.0
03876,109,12.0,15.0
04801,105,14.0,12.0
04801,109,12.0,15.0
04801,098,12.0,15.0
04801,104,14.0,12.0
04801,099,14.0,12.0
04801,100,14.0,12.0
06081,097,10.0,12.0
06081,096,10.0,12.0
05742,097,10.0,12.0
05742,096,10.0,12.0
04699,105,14.0,12.0
04699,109,12.0,15.0
04699,098,12.0,15.0
04699,099,14.0,12.0
04699,100,14.0,12.0
04699,111,12.0,10.0
04699,049,12.0,10.0
04413,105,14.0,12.0
04413,109,12.0,15.0
04413,098,12.0,15.0
04413,104,14.0,12.0
04413,099,14.0,12.0
04413,100,14.0,12.0
04413,111,12.0,10.0
04413,049,12.0,10.0
04413,053,12.0,10.0
05914,049,12.0,6.0
06201,105,14.0,12.0
06201,109,12.0,15.0
06201,098,12.0,15.0
06201,104,14.0,12.0
06201,099,14.0,12.0
06201,100,14.0,12.0
06201,049,12.0,6.0
05165,105,14.0,12.0
05165,109,12.0,15.0
05165,098,12.0,15.0
05165,104,14.0,12.0
05165,099,14.0,12.0
00959,109,12.0,15.0
00959,098,12.0,15.0
00959,099,14.0,12.0
00959,100,14.0,12.0
02559,017,5.0,14.0
02559,109,14.0,15.0
02559,098,14.0,15.0
05531,049,12.0,10.0
05531,053,12.0,10.0
02491,105,14.0,12.0
02491,109,12.0,15.0
02491,098,12.0,15.0
02491,104,14.0,12.0
02491,099,14.0,12.0
02491,100,14.0,12.0
05165,100,14.0,12.0
02454,105,14.0,12.0
02454,109,12.0,15.0
02454,098,12.0,15.0
02454,104,14.0,12.0
02454,099,14.0,12.0
02454,100,14.0,12.0
02454,049,12.0,10.0
06478,017,10.0,14.0
06478,109,14.0,15.0
06478,098,12.0,15.0
06647,017,10.0,14.0
06647,109,14.0,15.0
06647,098,12.0,15.0
05474,002,10.0,14.0
05474,017,10.0,14.0
00205,109,14.0,15.0
00205,098,14.0,15.0
03019,105,14.0,12.0
03019,109,12.0,15.0
03019,098,12.0,15.0
03019,104,14.0,12.0
03019,099,14.0,12.0
03019,100,14.0,12.0
03762,109,14.0,15.0
03762,098,14.0,15.0
06534,017,10.0,14.0
06534,105,14.0,12.0
06534,109,12.0,15.0
06534,098,12.0,15.0
06534,104,14.0,12.0
06534,099,14.0,12.0
06534,100,14.0,12.0
05759,015,5.0,10.0
05759,105,14.0,12.0
05759,098,12.0,15.0
05759,104,14.0,12.0
05759,099,14.0,12.0
05759,100,14.0,12.0
05759,111,12.0,8.0
05759,049,12.0,10.0
05474,049,12.0,10.0
05474,053,12.0,10.0
03770,098,12.0,15.0
03770,099,14.0,12.0
03770,100,14.0,12.0
03770,104,14.0,12.0
04209,098,12.0,15.0
04209,099,14.0,12.0
04209,100,14.0,12.0
04209,104,14.0,12.0
04209,105,14.0,12.0
04209,109,12.0,15.0
04211,098,12.0,15.0
04211,099,14.0,12.0
04211,100,14.0,12.0
04211,104,14.0,12.0
04211,105,14.0,12.0
04211,109,12.0,15.0
05232,049,12.0,5.0
06737,105,14.0,12.0
06737,109,12.0,15.0
06737,098,12.0,15.0
06737,104,14.0,12.0
03770,105,14.0,12.0
03770,109,12.0,15.0
06737,099,14.0,12.0
03772,098,12.0,15.0
03772,099,14.0,12.0
06737,100,14.0,12.0
03772,100,14.0,12.0
03772,104,14.0,12.0
03772,105,14.0,12.0
03772,109,12.0,15.0
03774,098,12.0,15.0
03774,099,14.0,12.0
03774,100,14.0,12.0
06737,053,12.0,5.0
02086,109,12.0,15.0
02086,098,12.0,15.0
02086,099,14.0,12.0
02086,100,14.0,12.0
06685,105,14.0,12.0
06685,109,12.0,15.0
06685,098,12.0,15.0
06685,104,14.0,12.0
06685,099,14.0,12.0
06685,100,14.0,12.0
06685,111,12.0,10.0
06685,049,12.0,10.0
03774,104,14.0,12.0
03774,105,14.0,12.0
03774,109,12.0,15.0
03775,098,12.0,15.0
05166,105,14.0,12.0
05166,109,12.0,15.0
05166,098,12.0,15.0
05166,104,14.0,12.0
05166,099,14.0,12.0
05166,100,14.0,12.0
00038,109,12.0,15.0
00038,103,13.0,12.0
00038,098,13.0,15.0
00038,102,13.0,12.0
00038,099,14.0,12.0
00038,096,13.0,12.0
00038,100,14.0,12.0
02785,019,5.0,8.0
04720,105,14.0,12.0
04720,098,12.0,15.0
04720,104,14.0,12.0
04720,099,14.0,12.0
04720,096,12.0,17.0
04720,100,14.0,12.0
04613,105,14.0,12.0
04613,109,12.0,15.0
04613,098,12.0,15.0
04613,104,14.0,12.0
04613,099,14.0,12.0
04613,100,14.0,12.0
03775,099,14.0,12.0
03775,100,14.0,12.0
03775,104,14.0,12.0
03775,105,14.0,12.0
03775,109,12.0,15.0
03878,098,12.0,15.0
03878,099,14.0,12.0
03878,100,14.0,12.0
03878,104,14.0,12.0
03878,105,14.0,12.0
03878,109,12.0,15.0
03882,098,12.0,15.0
03882,099,14.0,12.0
03882,100,14.0,12.0
03882,104,14.0,12.0
03882,105,14.0,12.0
03882,109,12.0,15.0
03886,098,12.0,15.0
03886,099,14.0,12.0
03886,100,14.0,12.0
03886,104,14.0,12.0
03886,105,14.0,12.0
03886,109,12.0,15.0
04757,105,14.0,12.0
04757,109,12.0,15.0
04757,098,12.0,15.0
04757,104,14.0,12.0
04757,099,14.0,12.0
04757,100,14.0,12.0
04571,105,14.0,12.0
04571,109,12.0,15.0
04571,098,12.0,15.0
04571,104,14.0,12.0
04571,099,14.0,12.0
04571,100,14.0,12.0
04571,053,12.0,8.0
04019,111,12.0,5.0
04374,105,14.0,12.0
04374,109,12.0,15.0
04374,098,12.0,15.0
04374,104,14.0,12.0
04374,099,14.0,12.0
04374,100,14.0,12.0
04019,049,12.0,5.0
07228,105,14.0,12.0
07228,109,12.0,15.0
07228,098,12.0,15.0
07228,099,14.0,12.0
07228,100,14.0,12.0
03887,098,12.0,15.0
03887,099,14.0,12.0
03887,100,14.0,12.0
03887,104,14.0,12.0
03887,105,14.0,12.0
03887,109,12.0,15.0
04443,105,14.0,12.0
04443,109,12.0,15.0
04443,098,12.0,15.0
04443,104,14.0,12.0
04443,099,14.0,12.0
04443,100,14.0,12.0
04443,053,12.0,10.0
04548,002,10.0,14.0
04548,105,14.0,12.0
04548,109,12.0,15.0
04548,098,12.0,15.0
04446,002,10.0,14.0
04548,104,14.0,12.0
04448,105,14.0,12.0
04448,109,12.0,15.0
04448,098,12.0,15.0
04448,104,14.0,12.0
04448,099,14.0,12.0
04448,100,14.0,12.0
04548,099,14.0,12.0
04548,100,14.0,12.0
04548,111,12.0,10.0
04548,049,12.0,10.0
05784,105,14.0,12.0
05784,109,12.0,15.0
05784,098,12.0,15.0
05784,104,14.0,12.0
05784,099,14.0,12.0
05784,100,14.0,12.0
05386,098,12.0,15.0
03902,098,12.0,15.0
03902,099,14.0,12.0
03902,100,14.0,12.0
03902,104,14.0,12.0
03902,105,14.0,12.0
03902,109,12.0,15.0
05386,099,14.0,12.0
04454,105,14.0,12.0
04454,109,12.0,15.0
04454,098,12.0,15.0
04454,104,14.0,12.0
04454,099,14.0,12.0
04454,100,14.0,12.0
05386,100,14.0,12.0
04452,111,12.0,10.0
06687,109,14.0,15.0
06687,098,14.0,15.0
03904,098,12.0,15.0
03904,099,14.0,12.0
04447,105,14.0,12.0
04447,109,12.0,15.0
03904,100,14.0,12.0
03904,104,14.0,12.0
03904,105,14.0,12.0
03904,109,12.0,15.0
03905,098,12.0,15.0
03905,099,14.0,12.0
03905,100,14.0,12.0
03905,104,14.0,12.0
03905,105,14.0,12.0
03905,109,12.0,15.0
03907,098,12.0,15.0
03907,099,14.0,12.0
03907,100,14.0,12.0
03907,104,14.0,12.0
03907,105,14.0,12.0
03907,109,12.0,15.0
04447,098,12.0,15.0
04447,104,14.0,12.0
04447,099,14.0,12.0
04447,100,14.0,12.0
06687,111,12.0,8.0
06687,049,12.0,8.0
04390,053,12.0,8.0
06439,098,12.0,15.0
06439,099,14.0,12.0
06439,100,14.0,12.0
06439,053,12.0,8.0
03724,105,14.0,12.0
03724,109,12.0,15.0
03724,098,12.0,15.0
03724,104,14.0,12.0
03724,099,14.0,12.0
03724,100,14.0,12.0
03911,098,12.0,15.0
03911,099,14.0,12.0
03911,100,14.0,12.0
03911,104,14.0,12.0
03911,105,14.0,12.0
03911,109,12.0,15.0
03951,100,14.0,12.0
03311,017,8.0,14.0
03951,104,14.0,12.0
03951,109,12.0,15.0
03952,098,12.0,15.0
03952,099,14.0,12.0
05953,049,12.0,7.0
04192,105,14.0,12.0
04192,109,12.0,15.0
04192,098,12.0,15.0
04192,104,14.0,12.0
04192,099,14.0,12.0
04192,100,14.0,12.0
03952,100,14.0,12.0
03952,104,14.0,12.0
03952,105,14.0,12.0
03952,109,12.0,15.0
04192,053,12.0,10.0
03962,098,12.0,15.0
03962,099,14.0,12.0
03962,100,14.0,12.0
04838,015,5.0,10.0
04838,105,14.0,12.0
04838,109,12.0,15.0
04838,098,12.0,15.0
04838,104,14.0,12.0
04838,099,14.0,12.0
04838,100,14.0,12.0
04838,053,12.0,10.0
05357,105,14.0,12.0
05357,109,12.0,15.0
05357,098,12.0,15.0
05357,104,14.0,12.0
05357,099,14.0,12.0
05357,100,14.0,12.0
05680,105,14.0,12.0
05680,109,12.0,15.0
03962,104,14.0,12.0
03962,105,14.0,12.0
03962,109,12.0,15.0
05680,098,12.0,15.0
05680,104,14.0,12.0
05680,099,14.0,12.0
05680,100,14.0,12.0
03184,017,5.0,14.0
04735,105,14.0,12.0
04735,109,12.0,15.0
04735,098,12.0,15.0
04735,104,14.0,12.0
04735,099,14.0,12.0
04735,100,14.0,12.0
04735,053,12.0,10.0
05636,105,14.0,12.0
05636,098,12.0,15.0
05636,104,14.0,12.0
05636,099,14.0,12.0
05636,100,14.0,12.0
03965,098,12.0,15.0
03965,099,14.0,12.0
03965,100,14.0,12.0
03965,104,14.0,12.0
03965,105,14.0,12.0
03965,109,12.0,15.0
04430,105,14.0,12.0
04430,109,12.0,15.0
04430,098,12.0,15.0
04430,104,14.0,12.0
04430,099,14.0,12.0
04430,100,14.0,12.0
03966,098,12.0,15.0
03966,099,14.0,12.0
03966,100,14.0,12.0
03966,104,14.0,12.0
03966,105,14.0,12.0
03966,109,12.0,15.0
03968,105,14.0,12.0
03968,109,12.0,15.0
03973,098,12.0,15.0
06369,002,10.0,14.0
06369,105,14.0,16.0
03129,017,8.0,14.0
06369,109,12.0,16.0
06369,103,12.0,16.0
06369,101,12.0,16.0
06369,098,12.0,16.0
06369,104,14.0,16.0
06369,102,12.0,16.0
06369,099,14.0,16.0
06369,097,12.0,16.0
06369,096,12.0,16.0
06369,100,14.0,12.0
06369,110,12.0,16.0
06369,053,12.0,10.0
04526,105,14.0,12.0
04526,109,12.0,15.0
04526,098,12.0,15.0
04526,104,14.0,12.0
04526,099,14.0,12.0
04526,100,14.0,12.0
06635,098,12.0,15.0
06635,099,14.0,12.0
06730,098,12.0,15.0
06730,104,14.0,12.0
06730,099,14.0,12.0
06730,100,14.0,12.0
06635,100,14.0,12.0
06375,053,12.0,10.0
06635,053,12.0,3.0
07278,005,28.1,0.0
07278,019,28.24,0.0
06516,017,5.0,14.0
06516,105,14.0,12.0
06516,109,12.0,15.0
06516,101,12.0,15.0
06516,098,12.0,15.0
06516,104,14.0,12.0
06516,099,14.0,12.0
05780,098,12.0,15.0
05780,104,14.0,12.0
05780,099,14.0,12.0
05780,100,14.0,12.0
05780,049,12.0,10.0
06516,100,14.0,12.0
06308,105,14.0,12.0
06308,109,12.0,15.0
06308,098,12.0,15.0
06308,104,14.0,12.0
06308,099,14.0,12.0
06308,100,14.0,12.0
07278,029,30.49,0.0
07278,081,36.14,0.0
07278,078,32.85,0.0
06381,105,14.0,12.0
06381,109,12.0,15.0
06381,098,12.0,15.0
06381,104,14.0,12.0
04345,105,14.0,12.0
06381,099,14.0,12.0
06381,100,14.0,12.0
06381,111,12.0,5.0
06381,049,12.0,5.0
07278,042,23.56,0.0
07278,107,19.74,0.0
04345,098,12.0,15.0
04345,104,14.0,12.0
04345,099,14.0,12.0
03973,099,14.0,12.0
07083,053,12.0,10.0
07019,109,12.0,16.0
07019,098,12.0,16.0
04345,100,14.0,12.0
03973,100,14.0,12.0
06512,105,14.0,16.0
06512,109,12.0,16.0
06512,101,12.0,16.0
06512,098,12.0,15.0
06512,104,14.0,16.0
06512,099,14.0,16.0
03198,098,12.0,15.0
06512,097,12.0,16.0
06512,100,14.0,16.0
03198,099,14.0,12.0
03198,100,14.0,12.0
06512,110,12.0,16.0
06512,053,12.0,10.0
03272,098,12.0,15.0
06498,105,14.0,12.0
06498,109,12.0,15.0
06498,098,12.0,15.0
06498,104,14.0,12.0
06498,099,14.0,12.0
06498,100,14.0,12.0
03272,099,14.0,12.0
06490,105,14.0,12.0
06490,109,12.0,15.0
06490,098,12.0,15.0
06490,104,14.0,12.0
05922,109,14.0,15.0
06490,099,14.0,12.0
05922,098,14.0,15.0
06490,100,14.0,12.0
03272,100,14.0,12.0
06500,109,12.0,16.0
06500,110,12.0,16.0
06500,053,12.0,10.0
04269,002,10.0,14.0
06321,098,12.0,15.0
06321,099,14.0,12.0
06321,100,14.0,12.0
06321,053,12.0,10.0
04269,105,14.0,18.0
04269,109,12.0,18.0
04269,103,12.0,18.0
04269,101,12.0,18.0
04269,098,12.0,18.0
04269,104,14.0,18.0
04269,102,12.0,18.0
04269,099,14.0,18.0
04269,097,12.0,18.0
04269,096,12.0,18.0
04269,100,14.0,18.0
04269,110,12.0,18.0
07176,053,12.0,10.0
07184,053,12.0,10.0
06511,105,14.0,12.0
06511,109,12.0,15.0
06511,098,12.0,15.0
06511,104,14.0,12.0
06511,099,14.0,12.0
06511,100,14.0,12.0
06511,053,12.0,8.0
06507,105,14.0,12.0
06507,109,12.0,15.0
06507,098,12.0,15.0
06507,104,14.0,12.0
06507,099,14.0,12.0
06507,100,14.0,12.0
06051,053,12.0,10.0
04937,109,12.0,15.0
03973,104,14.0,12.0
03973,105,14.0,12.0
03973,109,12.0,15.0
03976,098,12.0,15.0
03976,099,14.0,12.0
03976,100,14.0,12.0
03976,104,14.0,12.0
03976,105,14.0,12.0
04937,098,12.0,15.0
04937,104,14.0,12.0
04937,099,14.0,12.0
04937,100,14.0,12.0
03976,109,12.0,15.0
03979,098,12.0,15.0
03979,099,14.0,12.0
03979,100,14.0,12.0
03979,104,14.0,12.0
03979,105,14.0,12.0
03979,109,12.0,15.0
03981,098,12.0,15.0
03981,099,14.0,12.0
03981,100,14.0,12.0
03981,104,14.0,12.0
03981,105,14.0,12.0
03981,109,12.0,15.0
03983,098,12.0,15.0
03983,099,14.0,12.0
03983,100,14.0,12.0
03983,104,14.0,12.0
03983,105,14.0,12.0
03983,109,12.0,15.0
03987,098,12.0,15.0
03987,099,14.0,12.0
03987,100,14.0,12.0
06650,105,14.0,12.0
06650,109,12.0,15.0
06650,098,12.0,15.0
06650,104,14.0,12.0
06650,099,14.0,12.0
06650,100,14.0,12.0
06650,111,12.0,8.0
06650,049,12.0,8.0
06650,053,12.0,10.0
06426,105,14.0,12.0
06426,109,12.0,15.0
06426,098,12.0,15.0
06426,104,14.0,12.0
06426,099,14.0,12.0
06426,100,14.0,12.0
06259,105,14.0,12.0
06259,109,12.0,15.0
06259,098,12.0,15.0
06259,104,14.0,12.0
06259,099,14.0,12.0
06878,105,14.0,16.0
06878,109,12.0,16.0
06878,101,12.0,16.0
06259,100,14.0,12.0
06878,098,12.0,15.0
06878,104,14.0,16.0
06878,116,12.0,16.0
06878,099,14.0,16.0
06878,097,12.0,16.0
06878,100,14.0,16.0
06878,110,12.0,16.0
06878,053,12.0,10.0
05755,053,12.0,5.0
03987,104,14.0,12.0
03987,105,14.0,12.0
03987,109,12.0,15.0
04045,105,14.0,12.0
04045,109,12.0,15.0
04047,098,12.0,15.0
04047,099,14.0,12.0
04047,100,14.0,12.0
04047,104,14.0,12.0
04047,105,14.0,12.0
04047,109,12.0,15.0
04049,098,12.0,15.0
04049,099,14.0,12.0
04049,100,14.0,12.0
05448,105,14.0,12.0
06344,105,14.0,12.0
06344,109,12.0,15.0
05448,109,12.0,15.0
06344,098,12.0,15.0
06344,104,14.0,12.0
04049,104,14.0,12.0
04049,105,14.0,12.0
06344,099,14.0,12.0
04049,109,12.0,15.0
04050,098,12.0,15.0
04050,099,14.0,12.0
04050,100,14.0,12.0
04050,104,14.0,12.0
04050,105,14.0,12.0
04050,109,12.0,15.0
06344,100,14.0,12.0
04122,109,12.0,15.0
04123,098,12.0,15.0
04123,099,14.0,12.0
04123,100,14.0,12.0
05448,098,12.0,15.0
05448,104,14.0,12.0
05448,099,14.0,12.0
05448,100,14.0,12.0
04123,104,14.0,12.0
04123,105,14.0,12.0
04123,109,12.0,15.0
04124,098,12.0,15.0
04124,099,14.0,12.0
04124,100,14.0,12.0
04124,104,14.0,12.0
04124,105,14.0,12.0
04124,109,12.0,15.0
04126,098,12.0,15.0
04126,099,14.0,12.0
04126,100,14.0,12.0
04126,104,14.0,12.0
04126,105,14.0,12.0
04126,109,12.0,15.0
04127,098,12.0,15.0
04127,099,14.0,12.0
04127,100,14.0,12.0
04127,104,14.0,12.0
04127,105,14.0,12.0
04127,109,12.0,15.0
04131,098,12.0,15.0
04131,099,14.0,12.0
04131,100,14.0,12.0
04131,104,14.0,12.0
04131,105,14.0,12.0
04131,109,12.0,15.0
04136,098,12.0,15.0
04136,099,14.0,12.0
04136,100,14.0,12.0
04136,104,14.0,12.0
04136,105,14.0,12.0
04136,109,12.0,15.0
04139,098,12.0,15.0
06287,105,14.0,12.0
06287,109,12.0,15.0
06287,098,12.0,15.0
06287,104,14.0,12.0
05093,053,12.0,5.0
04139,099,14.0,12.0
04139,100,14.0,12.0
04139,104,14.0,12.0
04139,105,14.0,12.0
04139,109,12.0,15.0
07192,053,12.0,10.0
06481,105,14.0,12.0
06481,109,12.0,15.0
04140,098,12.0,15.0
04140,099,14.0,12.0
06481,053,12.0,10.0
06994,017,10.0,14.0
06352,105,14.0,12.0
06352,109,12.0,15.0
06352,098,12.0,15.0
06352,104,14.0,12.0
06352,099,14.0,12.0
06352,100,14.0,12.0
06352,053,12.0,8.0
06391,105,14.0,12.0
06391,109,12.0,15.0
06391,098,12.0,15.0
06391,104,14.0,12.0
06391,099,14.0,12.0
06391,100,14.0,12.0
06491,105,14.0,12.0
06491,109,12.0,15.0
06491,098,12.0,15.0
06491,104,14.0,12.0
06491,099,14.0,12.0
06491,100,14.0,12.0
06372,105,14.0,12.0
06372,109,12.0,15.0
06372,098,12.0,15.0
06372,104,14.0,12.0
06372,099,14.0,12.0
05922,111,12.0,10.0
06372,100,14.0,12.0
05419,053,12.0,10.0
06287,099,14.0,12.0
04140,100,14.0,12.0
04140,104,14.0,12.0
04140,105,14.0,12.0
04140,109,12.0,15.0
03329,105,14.0,12.0
03329,098,12.0,15.0
03329,104,14.0,12.0
03329,099,14.0,12.0
03329,100,14.0,12.0
04582,105,14.0,12.0
04582,109,12.0,15.0
04582,098,12.0,15.0
04582,104,14.0,12.0
04582,099,14.0,12.0
04582,100,14.0,12.0
04582,111,12.0,10.0
04582,049,12.0,10.0
06217,105,14.0,12.0
06217,109,12.0,15.0
06217,098,12.0,15.0
06217,099,14.0,12.0
06217,100,14.0,12.0
05833,015,5.0,10.0
05833,105,14.0,12.0
05833,109,12.0,15.0
05833,104,14.0,12.0
05833,099,14.0,12.0
05833,100,14.0,12.0
05833,111,12.0,8.0
05833,049,12.0,8.0
04535,105,14.0,12.0
04535,109,12.0,15.0
04535,098,12.0,15.0
04535,104,14.0,12.0
04535,099,14.0,12.0
04535,100,14.0,12.0
04469,105,14.0,12.0
04469,109,12.0,15.0
04469,098,12.0,15.0
04469,104,14.0,12.0
04469,099,14.0,12.0
04469,100,14.0,12.0
06004,105,14.0,12.0
06004,109,12.0,15.0
06004,098,12.0,15.0
06004,104,14.0,12.0
06004,099,14.0,12.0
06004,100,14.0,12.0
05260,002,7.0,14.0
05489,015,8.0,10.0
05489,098,12.0,15.0
05489,104,14.0,15.0
05489,099,14.0,12.0
05489,100,14.0,12.0
05489,049,12.0,5.0
04124,017,5.0,14.0
04420,105,14.0,12.0
04420,098,12.0,15.0
04420,104,14.0,12.0
04420,099,14.0,12.0
04420,100,14.0,12.0
05410,105,14.0,12.0
05410,109,12.0,15.0
05410,098,12.0,15.0
05410,104,14.0,12.0
05410,099,14.0,12.0
05410,100,14.0,12.0
03074,105,14.0,12.0
03074,098,12.0,15.0
03074,104,14.0,12.0
03074,099,14.0,12.0
03074,100,14.0,12.0
04748,111,12.0,10.0
04748,049,12.0,10.0
04748,053,12.0,10.0
01707,109,12.0,15.0
06794,017,5.0,14.0
04220,098,12.0,15.0
04220,099,14.0,12.0
04220,100,14.0,12.0
04220,104,14.0,12.0
04220,105,14.0,12.0
04220,109,12.0,15.0
04223,098,12.0,15.0
04223,099,14.0,12.0
04223,100,14.0,16.0
04223,104,14.0,15.0
04223,105,14.0,15.0
04223,109,12.0,15.0
04226,098,12.0,15.0
04226,099,14.0,12.0
04226,100,14.0,12.0
04226,104,14.0,12.0
04226,105,14.0,12.0
04226,109,12.0,15.0
04231,098,12.0,15.0
04231,099,14.0,12.0
04231,100,14.0,12.0
04231,104,14.0,12.0
04231,105,14.0,12.0
04231,109,12.0,15.0
04232,098,12.0,15.0
04232,099,14.0,12.0
04232,100,14.0,12.0
04232,104,14.0,12.0
04232,105,14.0,12.0
04232,109,12.0,15.0
04235,098,12.0,15.0
04235,099,14.0,12.0
04235,100,14.0,12.0
04235,104,14.0,12.0
04235,105,14.0,12.0
04235,109,12.0,15.0
04237,098,12.0,15.0
04237,099,14.0,12.0
04237,100,14.0,12.0
04237,104,14.0,12.0
04237,105,14.0,12.0
04237,109,12.0,15.0
05922,049,12.0,10.0
04818,015,5.0,10.0
04818,105,14.0,12.0
04818,109,12.0,15.0
04818,098,12.0,15.0
04818,104,14.0,12.0
04818,099,14.0,12.0
04818,100,14.0,12.0
04100,105,14.0,12.0
04100,109,12.0,15.0
06203,105,14.0,12.0
06203,109,12.0,15.0
06203,098,12.0,15.0
06203,104,14.0,12.0
06203,099,14.0,12.0
06203,100,14.0,12.0
06203,053,12.0,8.0
04100,098,12.0,15.0
04100,104,14.0,12.0
04100,099,14.0,12.0
04100,100,14.0,12.0
05341,105,14.0,12.0
05341,109,12.0,15.0
05341,098,12.0,15.0
05341,104,14.0,12.0
05341,099,14.0,12.0
05341,100,14.0,12.0
04102,098,12.0,15.0
04102,099,14.0,12.0
04102,100,14.0,12.0
04102,104,14.0,12.0
04102,105,14.0,12.0
04102,109,12.0,15.0
04103,098,12.0,15.0
04103,099,14.0,12.0
05223,049,12.0,9.75
04103,100,14.0,12.0
07223,002,12.0,14.0
07223,105,14.0,12.0
07223,109,12.0,15.0
07223,098,12.0,15.0
07223,104,14.0,12.0
07223,099,14.0,12.0
07223,100,14.0,12.0
04103,104,14.0,12.0
04103,105,14.0,12.0
04103,109,12.0,15.0
04104,098,12.0,15.0
04104,099,14.0,12.0
04104,100,14.0,12.0
04104,104,14.0,12.0
04104,105,14.0,12.0
04104,109,12.0,15.0
04106,098,12.0,15.0
04106,099,14.0,12.0
04238,098,12.0,15.0
04238,099,14.0,12.0
04238,100,14.0,12.0
04238,104,14.0,12.0
04238,105,14.0,12.0
04238,109,12.0,15.0
04239,098,12.0,15.0
04239,099,14.0,12.0
04239,100,14.0,12.0
04239,104,14.0,12.0
04239,105,14.0,12.0
04239,109,12.0,15.0
04243,098,12.0,15.0
04243,099,14.0,12.0
04243,100,14.0,12.0
04243,104,14.0,12.0
04243,105,14.0,12.0
04243,109,12.0,15.0
04244,098,12.0,15.0
04244,099,14.0,12.0
04244,100,14.0,12.0
04244,104,14.0,12.0
04244,105,14.0,12.0
04244,109,12.0,15.0
04247,098,12.0,15.0
04247,099,14.0,12.0
04247,100,14.0,12.0
04247,104,14.0,12.0
04247,105,14.0,12.0
04247,109,12.0,15.0
04249,098,12.0,15.0
04249,099,14.0,12.0
04249,100,14.0,12.0
04249,104,14.0,12.0
04249,105,14.0,12.0
04249,109,12.0,15.0
04251,098,12.0,15.0
04251,099,14.0,12.0
04251,100,14.0,12.0
04251,104,14.0,12.0
04251,105,14.0,12.0
04251,109,12.0,15.0
04257,098,12.0,15.0
04257,099,14.0,12.0
04257,100,14.0,12.0
04257,104,14.0,12.0
04257,105,14.0,12.0
04257,109,12.0,15.0
07399,019,8.0,0.0
07399,105,14.0,0.0
07399,109,12.0,0.0
07399,103,12.0,0.0
07399,101,12.0,0.0
07399,098,12.0,0.0
07399,104,14.0,0.0
07399,102,12.0,0.0
07399,116,12.0,0.0
07399,099,12.0,0.0
07399,097,12.0,0.0
07399,096,12.0,0.0
07399,100,12.0,0.0
07399,110,12.0,0.0
07400,019,8.0,0.0
07400,105,14.0,0.0
04261,098,12.0,15.0
04261,099,14.0,12.0
04261,100,14.0,12.0
04261,104,14.0,12.0
04261,105,14.0,12.0
04261,109,12.0,15.0
04263,110,12.0,16.0
04263,116,12.0,16.0
04264,098,12.0,15.0
04264,099,14.0,12.0
04264,100,14.0,12.0
04264,104,14.0,12.0
04264,105,14.0,12.0
04264,109,12.0,15.0
04265,098,12.0,15.0
04265,099,14.0,12.0
04265,100,14.0,12.0
04265,104,14.0,12.0
04265,105,14.0,12.0
04265,109,12.0,15.0
07400,109,12.0,0.0
07400,103,12.0,0.0
07400,101,12.0,0.0
07400,098,12.0,0.0
07076,105,14.0,12.0
04269,116,12.0,18.0
04271,098,12.0,15.0
04271,099,14.0,12.0
04271,100,14.0,12.0
04271,104,14.0,12.0
04271,105,14.0,12.0
04271,109,12.0,15.0
07076,109,12.0,15.0
07076,098,12.0,15.0
07076,104,14.0,0.0
07076,099,14.0,12.0
04275,105,14.0,12.0
04275,109,12.0,15.0
07400,104,14.0,0.0
