CLIENTEID,CODMARCA,DESCDISTRI,DESCDIMES
05407,002,10.0,14.0
05409,002,10.0,14.0
05410,002,10.0,14.0
03521,098,12.0,15.0
03521,099,14.0,12.0
03521,100,14.0,12.0
03521,104,14.0,12.0
03521,105,14.0,12.0
03521,109,12.0,15.0
03522,098,12.0,15.0
03522,099,14.0,12.0
03522,100,14.0,12.0
03522,104,14.0,12.0
03522,105,14.0,12.0
03522,109,12.0,15.0
03527,098,12.0,15.0
03527,099,14.0,12.0
03527,100,14.0,12.0
03527,104,14.0,12.0
03527,105,14.0,12.0
03527,109,12.0,15.0
03528,098,12.0,15.0
03528,099,14.0,12.0
03528,100,14.0,12.0
03528,104,14.0,12.0
03528,105,14.0,12.0
03528,109,12.0,15.0
03529,098,12.0,15.0
03529,099,14.0,12.0
03529,100,14.0,12.0
03529,104,14.0,12.0
03529,105,14.0,12.0
03529,109,12.0,15.0
03532,098,12.0,15.0
03532,099,14.0,12.0
03532,100,14.0,12.0
03532,104,14.0,12.0
03532,105,14.0,12.0
03532,109,12.0,15.0
03533,098,12.0,15.0
03533,099,14.0,12.0
03533,100,14.0,12.0
03533,104,14.0,12.0
03533,105,14.0,12.0
03533,109,12.0,15.0
03536,098,12.0,15.0
03536,099,14.0,12.0
03536,100,14.0,12.0
03536,104,14.0,12.0
03536,105,14.0,12.0
03536,109,12.0,15.0
03538,098,12.0,15.0
03538,099,14.0,12.0
03538,100,14.0,12.0
03538,104,14.0,12.0
03538,105,14.0,12.0
03538,109,12.0,15.0
03539,098,12.0,15.0
03539,099,14.0,12.0
03539,100,14.0,12.0
03539,104,14.0,12.0
03539,105,14.0,12.0
03539,109,12.0,15.0
03542,098,12.0,15.0
03542,099,14.0,12.0
03542,100,14.0,12.0
03542,104,14.0,12.0
03542,105,14.0,12.0
03542,109,12.0,15.0
05412,002,10.0,14.0
05414,002,10.0,0.0
05416,002,10.0,14.0
05420,002,10.0,14.0
05423,002,10.0,14.0
05425,002,10.0,14.0
05426,002,10.0,14.0
03544,098,12.0,15.0
03544,099,14.0,12.0
03544,100,14.0,12.0
03544,104,14.0,12.0
03544,105,14.0,12.0
03544,109,12.0,15.0
03546,098,12.0,15.0
03546,099,14.0,12.0
03546,100,14.0,12.0
03546,104,14.0,12.0
03546,105,14.0,12.0
03546,109,12.0,15.0
03548,098,12.0,15.0
03548,099,14.0,12.0
03548,100,14.0,12.0
03548,104,14.0,12.0
03548,105,14.0,12.0
03548,109,12.0,15.0
03549,098,12.0,15.0
03549,099,14.0,12.0
03549,100,14.0,12.0
03549,104,14.0,12.0
03549,105,14.0,12.0
03549,109,12.0,15.0
03551,098,12.0,15.0
03551,099,14.0,12.0
03551,100,14.0,12.0
03551,104,14.0,12.0
03551,105,14.0,12.0
03551,109,12.0,15.0
05431,002,10.0,14.0
05434,002,10.0,14.0
05435,002,10.0,14.0
05436,002,10.0,14.0
05442,002,10.0,14.0
03555,098,12.0,15.0
03555,099,14.0,12.0
03555,100,14.0,12.0
03555,104,14.0,12.0
03555,105,14.0,12.0
03555,109,12.0,15.0
03556,098,12.0,15.0
03556,099,14.0,12.0
03556,100,14.0,12.0
03556,104,14.0,12.0
03556,105,14.0,12.0
03556,109,12.0,15.0
03557,098,12.0,15.0
03557,099,14.0,12.0
03557,100,14.0,12.0
03557,104,14.0,12.0
03557,105,14.0,12.0
03557,109,12.0,15.0
03561,098,12.0,15.0
03561,099,14.0,12.0
03561,100,14.0,12.0
03561,104,14.0,12.0
03561,105,14.0,12.0
03561,109,12.0,15.0
03562,098,12.0,15.0
03562,099,14.0,12.0
03562,100,14.0,12.0
03562,104,14.0,12.0
03562,105,14.0,12.0
03562,109,12.0,15.0
03563,098,12.0,15.0
03563,099,14.0,12.0
03563,100,14.0,12.0
03563,104,14.0,12.0
03563,105,14.0,12.0
03563,109,12.0,15.0
03565,098,12.0,15.0
03565,099,14.0,12.0
03565,100,14.0,12.0
03565,104,14.0,12.0
03565,105,14.0,12.0
03565,109,12.0,15.0
03566,098,12.0,15.0
03566,099,14.0,12.0
03566,100,14.0,12.0
03566,104,14.0,12.0
03566,105,14.0,12.0
03566,109,12.0,15.0
03567,098,12.0,15.0
03567,099,14.0,12.0
03567,100,14.0,12.0
03567,104,14.0,12.0
03567,105,14.0,12.0
03567,109,12.0,15.0
03568,098,12.0,15.0
03568,099,14.0,12.0
03568,100,14.0,12.0
03568,104,14.0,12.0
03568,105,14.0,12.0
03568,109,12.0,15.0
03569,098,12.0,15.0
03569,099,14.0,12.0
03569,100,14.0,12.0
03569,104,14.0,12.0
03569,105,14.0,12.0
03569,109,12.0,15.0
03570,098,12.0,15.0
03570,099,14.0,12.0
03570,100,14.0,12.0
03570,104,14.0,12.0
03570,105,14.0,12.0
03570,109,12.0,15.0
03571,098,12.0,15.0
03571,099,14.0,12.0
03571,100,14.0,12.0
03571,104,14.0,12.0
03571,105,14.0,12.0
03571,109,12.0,15.0
03572,098,12.0,15.0
03572,099,14.0,12.0
03572,100,14.0,12.0
03572,104,14.0,12.0
03572,105,14.0,12.0
03572,109,12.0,15.0
03573,098,12.0,15.0
03573,099,14.0,12.0
03573,100,14.0,12.0
03573,104,14.0,12.0
03573,105,14.0,12.0
03573,109,12.0,15.0
03576,098,12.0,15.0
03576,099,14.0,12.0
03576,100,14.0,12.0
03576,104,14.0,12.0
03576,105,14.0,12.0
03576,109,12.0,15.0
03578,098,12.0,15.0
03578,099,14.0,12.0
03578,100,14.0,12.0
03578,104,14.0,12.0
03578,105,14.0,12.0
03578,109,12.0,15.0
03579,098,12.0,15.0
03579,099,14.0,12.0
03579,100,14.0,12.0
03579,104,14.0,12.0
03579,105,14.0,12.0
03579,109,12.0,15.0
03581,098,12.0,15.0
03581,099,14.0,12.0
03581,100,14.0,12.0
03581,104,14.0,12.0
03581,105,14.0,12.0
03581,109,12.0,15.0
03583,098,12.0,15.0
03583,099,14.0,12.0
03583,100,14.0,12.0
03583,104,14.0,12.0
03583,105,14.0,12.0
03583,109,12.0,15.0
05443,002,10.0,14.0
05444,002,10.0,14.0
05446,002,10.0,14.0
05447,002,10.0,14.0
05448,002,10.0,14.0
05450,002,10.0,14.0
05451,002,10.0,14.0
05455,002,10.0,14.0
05459,002,10.0,14.0
05461,002,10.0,14.0
03587,098,12.0,15.0
03587,099,14.0,12.0
03587,100,14.0,12.0
03587,104,14.0,12.0
03587,105,14.0,12.0
03587,109,12.0,15.0
03589,098,12.0,15.0
03589,099,14.0,12.0
03589,100,14.0,12.0
03589,104,14.0,12.0
03589,105,14.0,12.0
03589,109,12.0,15.0
03594,098,12.0,15.0
03594,099,14.0,12.0
03594,100,14.0,12.0
03594,104,14.0,12.0
03594,105,14.0,12.0
03594,109,12.0,15.0
03595,098,12.0,15.0
03595,099,14.0,12.0
03595,100,14.0,12.0
03595,104,14.0,12.0
03595,105,14.0,12.0
03595,109,12.0,15.0
03597,098,12.0,15.0
03597,099,14.0,12.0
03597,100,14.0,12.0
03597,104,14.0,12.0
03597,105,14.0,12.0
03597,109,12.0,15.0
03602,098,12.0,15.0
03602,099,14.0,12.0
03602,100,14.0,12.0
03602,104,14.0,12.0
03602,105,14.0,12.0
03602,109,12.0,15.0
03604,098,12.0,15.0
03604,099,14.0,12.0
03604,100,14.0,12.0
03604,104,14.0,12.0
03604,105,14.0,12.0
03604,109,12.0,15.0
03605,098,12.0,15.0
03605,099,14.0,12.0
03605,100,14.0,12.0
03605,104,14.0,12.0
03605,105,14.0,12.0
03605,109,12.0,15.0
03607,098,12.0,15.0
03607,099,14.0,12.0
03607,100,14.0,12.0
03607,104,14.0,12.0
03607,105,14.0,12.0
03607,109,12.0,15.0
03608,098,12.0,15.0
03608,099,14.0,12.0
03608,100,14.0,12.0
03608,104,14.0,12.0
03608,105,14.0,12.0
03608,109,12.0,15.0
03609,098,12.0,15.0
03609,099,14.0,12.0
03609,100,14.0,12.0
03609,104,14.0,12.0
03609,105,14.0,12.0
03609,109,12.0,15.0
03610,098,12.0,15.0
03610,099,14.0,12.0
03610,100,14.0,12.0
03610,104,14.0,12.0
03610,105,14.0,12.0
03610,109,12.0,15.0
03612,098,12.0,15.0
03612,099,14.0,12.0
03612,100,14.0,12.0
03612,104,14.0,12.0
03612,105,14.0,12.0
03612,109,12.0,15.0
03614,098,12.0,15.0
03614,099,14.0,12.0
03614,100,14.0,12.0
03614,104,14.0,12.0
03614,105,14.0,12.0
03614,109,12.0,15.0
03615,098,12.0,15.0
03615,099,14.0,12.0
03615,100,14.0,12.0
03615,104,14.0,12.0
03615,105,14.0,12.0
03615,109,12.0,15.0
03616,098,12.0,15.0
03616,099,14.0,12.0
03616,100,14.0,12.0
03616,104,14.0,12.0
03616,105,14.0,12.0
03616,109,12.0,15.0
03617,098,12.0,15.0
03617,099,14.0,12.0
03617,100,14.0,12.0
03617,104,14.0,12.0
03617,105,14.0,12.0
03617,109,12.0,15.0
03618,098,12.0,15.0
03618,099,14.0,12.0
03618,100,14.0,12.0
03618,104,14.0,12.0
03618,105,14.0,12.0
03618,109,12.0,15.0
03619,098,12.0,15.0
03619,099,14.0,12.0
03619,100,14.0,12.0
03619,104,14.0,12.0
03619,105,14.0,12.0
03619,109,12.0,15.0
03620,098,12.0,15.0
03620,099,14.0,12.0
03620,100,14.0,12.0
03620,104,14.0,12.0
03620,105,14.0,12.0
03620,109,12.0,15.0
05465,002,10.0,14.0
05466,002,10.0,0.0
05467,002,10.0,0.0
05468,002,10.0,14.0
05470,002,10.0,14.0
05476,002,10.0,14.0
05477,002,10.0,14.0
05480,002,10.0,14.0
05481,002,10.0,14.0
05483,002,10.0,14.0
05487,002,10.0,14.0
05488,002,10.0,14.0
05489,002,10.0,14.0
05491,002,10.0,14.0
05494,002,10.0,14.0
05492,002,10.0,14.0
05497,002,10.0,0.0
05499,002,10.0,0.0
05501,002,10.0,14.0
05502,002,10.0,14.0
05503,002,10.0,14.0
05504,002,10.0,14.0
05505,002,10.0,14.0
01970,109,12.0,15.0
01971,098,12.0,15.0
01971,099,14.0,12.0
01971,100,14.0,12.0
01971,109,12.0,15.0
01972,098,12.0,15.0
01972,099,14.0,12.0
01972,100,14.0,12.0
01972,109,12.0,15.0
01973,098,12.0,15.0
01973,099,14.0,12.0
01973,100,14.0,12.0
05509,002,10.0,14.0
05508,002,10.0,14.0
05507,002,10.0,14.0
05506,002,10.0,14.0
05510,002,10.0,14.0
01973,109,12.0,15.0
01974,098,12.0,15.0
01974,099,14.0,12.0
01974,100,14.0,12.0
01974,109,12.0,15.0
01975,098,12.0,15.0
05513,002,10.0,14.0
05515,002,10.0,14.0
05516,002,10.0,14.0
05518,002,10.0,14.0
05519,002,10.0,14.0
05520,002,10.0,14.0
05521,002,10.0,14.0
05524,002,10.0,14.0
05525,002,10.0,0.0
05526,002,10.0,14.0
05528,002,10.0,14.0
05532,002,10.0,14.0
05533,002,10.0,14.0
05534,002,10.0,14.0
02695,105,14.0,12.0
02695,109,12.0,15.0
02695,098,12.0,15.0
02695,104,14.0,12.0
02695,099,14.0,12.0
02695,100,14.0,12.0
02695,049,12.0,8.0
01975,099,14.0,12.0
01975,100,14.0,12.0
01975,109,12.0,15.0
01976,098,12.0,15.0
01976,099,14.0,12.0
01976,100,14.0,12.0
01976,109,12.0,15.0
07263,002,14.0,0.0
07263,017,14.0,0.0
07263,019,8.0,0.0
01977,098,12.0,15.0
01977,099,14.0,12.0
01977,100,14.0,12.0
07263,029,5.0,0.0
07263,042,5.0,0.0
07263,015,10.0,0.0
01977,109,12.0,15.0
01978,098,12.0,15.0
01978,099,14.0,12.0
01978,100,14.0,12.0
01978,109,12.0,15.0
01979,098,12.0,15.0
01979,099,14.0,12.0
01979,100,14.0,12.0
01979,109,12.0,15.0
03845,002,10.0,14.0
03845,005,13.25,8.0
03845,019,9.23,8.0
03845,029,16.14,8.0
03845,081,10.57,8.0
03845,078,18.98,0.0
03845,042,7.77,8.0
03845,105,14.0,12.0
03845,109,12.0,15.0
07263,105,14.0,0.0
07263,109,15.0,0.0
07263,103,12.0,0.0
07263,101,12.0,0.0
07263,098,15.0,0.0
01981,098,12.0,15.0
07263,104,14.0,0.0
07263,102,12.0,0.0
07263,116,12.0,0.0
07263,099,14.0,0.0
07263,097,12.0,0.0
07263,096,12.0,0.0
07263,100,14.0,0.0
07263,110,12.0,0.0
01981,099,14.0,12.0
01981,100,14.0,12.0
01981,109,12.0,15.0
01982,098,12.0,15.0
01982,099,14.0,12.0
01982,100,14.0,12.0
01982,109,12.0,15.0
01983,098,12.0,15.0
01983,099,14.0,12.0
05540,002,10.0,14.0
05541,002,10.0,14.0
05546,002,10.0,14.0
05548,002,10.0,14.0
05549,002,10.0,0.0
05550,002,10.0,14.0
03895,105,14.0,12.0
03895,109,12.0,15.0
05551,002,10.0,14.0
01983,100,14.0,12.0
01983,109,12.0,15.0
03895,098,12.0,15.0
03895,104,14.0,12.0
03895,099,14.0,12.0
03895,100,14.0,12.0
01984,098,12.0,15.0
01984,099,14.0,12.0
01984,100,14.0,12.0
01984,109,12.0,15.0
01985,098,12.0,15.0
01985,099,14.0,12.0
01985,100,14.0,12.0
01985,109,12.0,15.0
01986,098,12.0,15.0
01986,099,14.0,12.0
01986,100,14.0,12.0
01986,109,12.0,15.0
01988,098,12.0,15.0
01988,099,14.0,12.0
01988,100,14.0,12.0
05553,002,10.0,14.0
05554,002,10.0,14.0
00016,002,8.0,0.0
05556,002,10.0,14.0
05557,002,10.0,14.0
01988,109,12.0,15.0
01990,098,12.0,15.0
01990,099,14.0,12.0
01990,100,14.0,12.0
01990,109,12.0,15.0
01991,098,12.0,15.0
01991,099,14.0,12.0
01991,100,14.0,12.0
01991,109,12.0,15.0
01993,098,12.0,15.0
01993,099,14.0,12.0
01993,100,14.0,12.0
01993,109,12.0,15.0
01995,098,12.0,15.0
01995,099,14.0,12.0
01995,100,14.0,12.0
01995,109,12.0,15.0
05558,002,10.0,14.0
05563,002,10.0,14.0
01996,098,12.0,15.0
01996,099,14.0,12.0
01996,100,14.0,12.0
01996,109,12.0,15.0
01997,098,12.0,15.0
05564,002,10.0,14.0
05565,002,10.0,14.0
05566,002,10.0,14.0
05567,002,10.0,14.0
05569,002,10.0,14.0
05571,002,10.0,14.0
05573,002,10.0,0.0
05574,002,10.0,0.0
01997,099,14.0,12.0
01997,100,14.0,12.0
01997,109,12.0,15.0
01998,098,12.0,15.0
01998,099,14.0,12.0
01998,100,14.0,12.0
01998,109,12.0,15.0
01999,098,12.0,15.0
01999,099,14.0,12.0
01999,100,14.0,12.0
01999,109,12.0,15.0
02000,098,12.0,15.0
02000,099,14.0,12.0
02000,100,14.0,12.0
02000,109,12.0,15.0
02001,098,12.0,15.0
02001,099,14.0,12.0
02001,100,14.0,12.0
02001,109,12.0,15.0
02003,098,12.0,15.0
02003,099,14.0,12.0
02003,100,14.0,12.0
02003,109,12.0,15.0
02005,098,12.0,15.0
02005,099,14.0,12.0
02005,100,14.0,12.0
02005,109,12.0,15.0
05575,002,10.0,14.0
05577,002,10.0,14.0
05578,002,10.0,14.0
05579,002,10.0,14.0
05580,002,10.0,14.0
02007,098,12.0,15.0
02007,099,14.0,12.0
02007,100,14.0,12.0
02007,109,12.0,15.0
02008,098,12.0,15.0
02008,099,14.0,12.0
02008,100,14.0,12.0
02008,109,12.0,15.0
02010,098,12.0,15.0
02010,099,14.0,12.0
02010,100,14.0,12.0
02010,109,12.0,15.0
02011,098,12.0,15.0
02011,099,14.0,12.0
02011,100,14.0,12.0
02011,109,12.0,15.0
02012,098,12.0,15.0
02012,099,14.0,12.0
02012,100,14.0,12.0
02012,109,12.0,15.0
05583,002,10.0,14.0
05585,002,10.0,14.0
05586,002,10.0,14.0
05587,002,10.0,0.0
02015,098,12.0,15.0
02015,099,14.0,12.0
02015,100,14.0,12.0
02015,109,12.0,15.0
02017,098,12.0,15.0
02017,099,14.0,12.0
02017,100,14.0,12.0
02017,109,12.0,15.0
02018,098,12.0,15.0
02018,099,14.0,12.0
02018,100,14.0,12.0
02018,109,12.0,15.0
02019,098,12.0,15.0
02019,099,14.0,12.0
02019,100,14.0,12.0
02019,109,12.0,15.0
05588,002,10.0,14.0
05589,002,10.0,0.0
05596,002,10.0,14.0
05599,002,10.0,0.0
05601,002,10.0,14.0
05603,002,10.0,14.0
05605,002,10.0,14.0
05607,002,10.0,14.0
05608,002,10.0,14.0
05609,002,10.0,14.0
05610,002,10.0,14.0
02020,098,12.0,15.0
02020,099,14.0,12.0
02020,100,14.0,12.0
02020,109,12.0,15.0
02021,098,12.0,15.0
02021,099,14.0,12.0
02021,100,14.0,12.0
02021,109,12.0,15.0
02022,098,12.0,15.0
02022,099,14.0,12.0
02022,100,14.0,12.0
02022,109,12.0,15.0
02023,098,12.0,15.0
02023,099,14.0,12.0
02023,100,14.0,12.0
02023,109,12.0,15.0
05612,002,10.0,14.0
05613,002,10.0,0.0
05614,002,10.0,14.0
05618,002,10.0,14.0
02024,098,12.0,15.0
02024,099,14.0,12.0
02024,100,14.0,12.0
02024,109,12.0,15.0
02025,098,12.0,15.0
02025,099,14.0,12.0
02025,100,14.0,12.0
02025,109,12.0,15.0
02028,098,12.0,15.0
02028,099,14.0,12.0
02028,100,14.0,12.0
02028,109,12.0,15.0
02029,098,12.0,15.0
02029,099,14.0,12.0
02029,100,14.0,12.0
02029,109,12.0,15.0
02030,098,12.0,15.0
02030,099,14.0,12.0
02030,100,14.0,12.0
02030,109,12.0,15.0
02031,098,12.0,15.0
02031,099,14.0,12.0
02031,100,14.0,12.0
02031,109,12.0,15.0
05621,002,10.0,14.0
05625,002,10.0,14.0
02032,098,12.0,15.0
02032,099,14.0,12.0
02032,100,14.0,12.0
02032,109,12.0,15.0
05633,002,10.0,14.0
05634,002,10.0,14.0
02033,098,12.0,15.0
02033,099,14.0,12.0
02033,100,14.0,12.0
02033,109,12.0,15.0
02034,098,12.0,15.0
02034,099,14.0,12.0
02034,100,14.0,12.0
02034,109,12.0,15.0
02036,098,12.0,15.0
02036,099,14.0,12.0
02036,100,14.0,12.0
02036,109,12.0,15.0
02037,098,12.0,15.0
02037,099,14.0,12.0
02037,100,14.0,12.0
02037,109,12.0,15.0
05635,002,10.0,14.0
05636,002,10.0,14.0
05637,002,10.0,14.0
05639,002,10.0,14.0
05640,002,10.0,14.0
05641,002,10.0,14.0
05643,002,10.0,14.0
05644,002,10.0,14.0
02038,098,12.0,15.0
02038,099,14.0,12.0
02038,100,14.0,12.0
02038,109,12.0,15.0
02039,098,12.0,15.0
02039,099,14.0,12.0
02039,100,14.0,12.0
02039,109,12.0,15.0
02040,098,12.0,15.0
02040,099,14.0,12.0
02040,100,14.0,12.0
02040,109,12.0,15.0
05561,002,10.0,14.0
02041,098,12.0,15.0
02041,099,14.0,12.0
02041,100,14.0,12.0
02041,109,12.0,15.0
02042,098,12.0,15.0
05646,002,10.0,14.0
03845,098,12.0,15.0
05648,002,10.0,0.0
02042,099,14.0,12.0
02042,100,14.0,12.0
02042,109,12.0,15.0
02043,098,12.0,15.0
02043,099,14.0,12.0
02043,100,14.0,12.0
02043,109,12.0,15.0
02044,098,12.0,15.0
02044,099,14.0,12.0
02044,100,14.0,12.0
02044,109,12.0,15.0
02045,098,12.0,15.0
02045,099,14.0,12.0
02045,100,14.0,12.0
02045,109,12.0,15.0
02046,098,12.0,15.0
02046,099,14.0,12.0
02046,100,14.0,12.0
02046,109,12.0,15.0
02047,098,12.0,15.0
02047,099,14.0,12.0
02047,100,14.0,12.0
02047,109,12.0,15.0
02048,098,12.0,15.0
02048,099,14.0,12.0
02048,100,14.0,12.0
02048,109,12.0,15.0
02049,098,12.0,15.0
02049,099,14.0,12.0
02049,100,14.0,12.0
02049,109,12.0,15.0
02050,098,12.0,15.0
02050,099,14.0,12.0
02050,100,14.0,12.0
02050,109,12.0,15.0
02052,098,12.0,15.0
02052,099,14.0,12.0
02052,100,14.0,12.0
06831,002,12.0,14.0
02052,109,12.0,15.0
02053,098,12.0,15.0
02053,099,14.0,12.0
02053,100,14.0,12.0
02053,109,12.0,15.0
02054,098,12.0,15.0
02054,099,14.0,12.0
02054,100,14.0,12.0
02054,109,12.0,15.0
06831,049,12.0,10.0
06831,053,12.0,8.0
02055,098,12.0,15.0
02055,099,14.0,12.0
02055,100,14.0,12.0
02055,109,12.0,15.0
02056,098,12.0,15.0
02056,099,14.0,12.0
02056,100,14.0,12.0
02056,109,12.0,15.0
02057,098,12.0,15.0
02057,099,14.0,12.0
02057,100,14.0,12.0
02057,109,12.0,15.0
02058,098,12.0,15.0
02058,099,14.0,12.0
02058,100,14.0,12.0
02058,109,12.0,15.0
05649,002,10.0,14.0
05650,002,10.0,0.0
03992,098,12.0,15.0
03992,099,14.0,12.0
03992,100,14.0,12.0
03992,104,14.0,12.0
05651,002,10.0,14.0
05228,019,5.0,8.0
03992,105,14.0,12.0
03992,109,12.0,15.0
03994,098,12.0,15.0
03994,099,14.0,12.0
03994,100,14.0,12.0
03994,104,14.0,12.0
03994,105,14.0,12.0
03994,109,12.0,15.0
02362,098,12.0,15.0
02362,099,14.0,12.0
02362,100,14.0,12.0
02362,104,14.0,12.0
02362,105,14.0,12.0
02362,109,12.0,15.0
02363,098,12.0,15.0
02363,099,14.0,12.0
02363,100,14.0,12.0
02363,104,14.0,12.0
02363,105,14.0,12.0
02363,109,12.0,15.0
05652,002,10.0,14.0
05654,002,10.0,14.0
05658,002,10.0,14.0
05665,002,10.0,14.0
02366,098,12.0,15.0
02366,099,14.0,12.0
02366,100,14.0,12.0
02366,104,14.0,12.0
02366,105,14.0,12.0
02366,109,12.0,15.0
02367,098,12.0,15.0
02367,099,14.0,12.0
02367,100,14.0,12.0
02367,104,14.0,12.0
02367,105,14.0,12.0
02367,109,12.0,15.0
02369,098,12.0,15.0
02369,099,14.0,12.0
02369,100,14.0,12.0
02369,104,14.0,12.0
02369,105,14.0,12.0
02369,109,12.0,15.0
02370,098,12.0,15.0
02370,099,14.0,12.0
02370,100,14.0,12.0
02370,104,14.0,12.0
02370,105,14.0,12.0
02370,109,12.0,15.0
02371,098,12.0,15.0
02371,099,14.0,12.0
02371,100,14.0,12.0
02371,104,14.0,12.0
02371,105,14.0,12.0
02371,109,12.0,15.0
02372,098,12.0,15.0
02372,099,14.0,12.0
02372,100,14.0,12.0
02372,104,14.0,12.0
05676,002,10.0,14.0
05677,002,10.0,14.0
02372,105,14.0,12.0
05679,002,10.0,14.0
02372,109,12.0,15.0
05680,002,10.0,14.0
02373,098,12.0,15.0
02373,099,14.0,12.0
02373,100,14.0,12.0
05681,002,10.0,14.0
02373,104,14.0,12.0
02373,105,14.0,12.0
02373,109,12.0,15.0
05682,002,10.0,14.0
05686,002,10.0,14.0
02375,098,12.0,15.0
02375,099,14.0,12.0
02375,100,14.0,12.0
02375,104,14.0,12.0
02375,105,14.0,12.0
02375,109,12.0,15.0
02376,098,12.0,15.0
02376,099,14.0,12.0
02376,100,14.0,12.0
02376,104,14.0,12.0
02376,105,14.0,12.0
02376,109,12.0,15.0
02378,098,12.0,15.0
02378,099,14.0,12.0
02378,100,14.0,12.0
02378,104,14.0,12.0
02378,105,14.0,12.0
02378,109,12.0,15.0
02379,098,12.0,15.0
02379,099,14.0,12.0
02379,100,14.0,12.0
02379,104,14.0,12.0
02379,105,14.0,12.0
02379,109,12.0,15.0
05690,002,10.0,14.0
05691,002,10.0,14.0
05693,002,10.0,14.0
05694,002,10.0,14.0
05695,002,10.0,0.0
05696,002,10.0,14.0
05698,002,10.0,14.0
05702,002,10.0,14.0
02380,098,12.0,15.0
02380,099,14.0,12.0
05703,002,10.0,14.0
02380,100,14.0,12.0
02380,104,14.0,12.0
02380,105,14.0,12.0
05704,002,10.0,14.0
02380,109,12.0,15.0
02381,098,12.0,15.0
02381,099,14.0,12.0
02381,100,14.0,12.0
02381,104,14.0,12.0
02381,105,14.0,12.0
02381,109,12.0,15.0
02382,098,12.0,15.0
02382,099,14.0,12.0
02382,100,14.0,12.0
02382,104,14.0,12.0
02382,105,14.0,12.0
02382,109,12.0,15.0
05705,002,10.0,14.0
02383,098,12.0,15.0
02383,099,14.0,12.0
02383,100,14.0,12.0
02383,104,14.0,12.0
02383,105,14.0,12.0
02383,109,12.0,15.0
02384,098,12.0,15.0
02384,099,14.0,12.0
02384,100,14.0,12.0
02384,104,14.0,12.0
02384,105,14.0,12.0
05706,002,10.0,0.0
05708,002,10.0,14.0
02384,109,12.0,15.0
02386,098,12.0,15.0
02386,099,14.0,12.0
02386,100,14.0,12.0
02386,104,14.0,12.0
02386,105,14.0,12.0
02386,109,12.0,15.0
02388,098,12.0,15.0
02388,099,14.0,12.0
02388,100,14.0,12.0
02388,104,14.0,12.0
02388,105,14.0,12.0
02388,109,12.0,15.0
02389,098,12.0,15.0
02389,099,14.0,12.0
02389,100,14.0,12.0
02389,104,14.0,12.0
02389,105,14.0,12.0
02389,109,12.0,15.0
02390,098,12.0,15.0
02390,099,14.0,12.0
02390,100,14.0,12.0
02390,104,14.0,12.0
02390,105,14.0,12.0
02390,109,12.0,15.0
03007,105,14.0,12.0
02391,098,12.0,15.0
02391,099,14.0,12.0
02391,100,14.0,12.0
02391,104,14.0,12.0
02391,105,14.0,12.0
02391,109,12.0,15.0
05712,002,10.0,14.0
02392,098,12.0,15.0
02392,099,14.0,12.0
02392,100,14.0,12.0
05713,002,10.0,14.0
05714,002,10.0,14.0
05716,002,10.0,14.0
05717,002,10.0,14.0
05721,002,10.0,14.0
05722,002,10.0,14.0
05723,002,10.0,14.0
05724,002,10.0,14.0
02392,104,14.0,12.0
02392,105,14.0,12.0
05730,002,10.0,14.0
02392,109,12.0,15.0
05731,002,10.0,14.0
05732,002,10.0,14.0
05736,002,10.0,14.0
02393,098,12.0,15.0
02393,099,14.0,12.0
02393,100,14.0,12.0
02393,104,14.0,12.0
02393,105,14.0,12.0
02393,109,12.0,15.0
02394,098,12.0,15.0
02394,099,14.0,12.0
02394,100,14.0,12.0
02394,104,14.0,12.0
02394,105,14.0,12.0
02394,109,12.0,15.0
02396,098,12.0,15.0
02396,099,14.0,12.0
02396,100,14.0,12.0
02396,104,14.0,12.0
02396,105,14.0,12.0
02396,109,12.0,15.0
02397,098,12.0,15.0
02397,099,14.0,12.0
02397,100,14.0,12.0
02397,104,14.0,12.0
02397,105,14.0,12.0
02397,109,12.0,15.0
02398,098,12.0,15.0
02398,099,14.0,12.0
02398,100,14.0,12.0
05739,002,10.0,14.0
05740,002,10.0,14.0
05741,002,10.0,14.0
05747,002,10.0,14.0
05748,002,10.0,14.0
05749,002,10.0,14.0
05750,002,10.0,14.0
05752,002,10.0,14.0
05753,002,10.0,14.0
03515,005,15.14,0.0
05755,002,10.0,14.0
05756,002,10.0,14.0
05757,002,10.0,14.0
05758,002,10.0,14.0
02398,104,14.0,12.0
02398,105,14.0,12.0
02398,109,12.0,15.0
05759,002,10.0,14.0
05760,002,10.0,14.0
05761,002,10.0,14.0
05766,002,10.0,14.0
05767,002,10.0,14.0
05768,002,10.0,14.0
05771,002,10.0,14.0
05774,002,10.0,14.0
02399,096,12.0,0.0
02399,097,12.0,0.0
02399,098,12.0,15.0
02399,099,14.0,0.0
02399,100,14.0,0.0
02399,101,12.0,0.0
02399,102,12.0,0.0
02399,103,12.0,0.0
02399,104,14.0,0.0
02399,105,14.0,0.0
02399,109,12.0,15.0
02399,110,12.0,0.0
02399,116,12.0,0.0
02401,098,12.0,15.0
02401,099,14.0,12.0
02401,100,14.0,12.0
02401,104,14.0,12.0
02401,105,14.0,12.0
02401,109,12.0,15.0
02402,109,12.0,15.0
02403,098,12.0,15.0
02403,099,14.0,12.0
02403,100,14.0,12.0
02403,104,14.0,12.0
02403,105,14.0,12.0
02403,109,12.0,15.0
